Cataloger,Book ID,Title,Count,Date,Neighborhood,Collections,Fiction or Nonfiction,Age Group,Category1,Category2,Dewey Wording,Subjects,Dewey Decimal,Summary,Languages,Original Languages,LC Classification,ISBN,Sort Character,Primary Author,Primary Author Role,Secondary Author,Secondary Author Role,Publication,Review,Rating,Comment,Private Comment,Media,Physical Description,Weight,Height,Thickness,Length,Dimensions,Page Count,LCCN,Acquired,Date Started,Date Read,Barcode,BCID,Tags,ISBNs,Other Call Number,Copies,Source,Entry Date,From Where,OCLC,Work id,Lending Patron,Lending Status,Lending Start,Lending End
H,168007256,"The great Dethriffe,",1,1970,Northgate,Northgate3,Fiction,Adult,Novel,Null,20th Century > American And Canadian > Fiction > Literature,,813.5,"The great Dethriffe, by C. D. B Bryan (1970)",English,,PS3552 .R85,[0525116141],1,"Albright, Madeleine",Author,,,"Harper (2018), Edition: First Edition, 304 pages",,,,,Hardcover,368 p.; 5.31 inches,0.58 pounds,5.31 inches,8 inches,0.83 inches,5.31 x 0.83 x 8 inches,368 ,,,,,,,,"[0062802186, 9780062802187]",,1,amazon.com books,2019-04-13,,,21015110,,,,
H,168007333,Dune Road: A Novel,1,2010,Northgate,Northgate3,Fiction,Adult,Novel,Null,1945-1999 > 20th Century > English > Fiction > Literature > Modern Period,,823.914,Dune Road: A Novel by Jane Green (2010),English,English,PR6057 .R3443,[0452296250],5,"Winslow, Don",Author,,,"Vintage Crime/Black Lizard (2009), Edition: Reprint, 320 pages",,,,,Paperback,400 p.; 5.31 inches,0.8 pounds,5.31 inches,8 inches,0.9 inches,5.31 x 0.9 x 8 inches,400 ,,,,,,,,"[0307278913, 9780307278913]",,1,amazon.com books,2019-04-13,,,5501704,,,,
H,168007339,Honolulu: A Novel,1,2010,Northgate,Northgate3,Fiction,Adult,Novel,Null,1945-1999 > 20th Century > American And Canadian > Fiction > Literature,,813.54,Honolulu: A Novel by Alan Brennert (2010),English,English,PS3552 .R3865,[0312606346],5,"Moriarty, Liane",Author,,,"Harper Perennial (2006), Edition: 1, 400 pages",,,,,Paperback,304 p.; 4.22 inches,0.3 pounds,4.22 inches,6.77 inches,0.75 inches,4.22 x 0.75 x 6.77 inches,304 ,,,,,,,,"[9780060890681, 0060890681]",,1,amazon.com all media,2019-04-13,,,772285,,,,
H,168007508,Oranges Are Not the Only Fruit,1,1987,Northgate,Northgate3,Fiction,Adult,Novel,Null,1945-1999 > 20th Century > English > Fiction > Literature > Modern Period LGBT,Bildungsromane|England > Fiction|England > fiction|Lesbians > Fiction|Teenage girls > Fiction,823.914,Oranges Are Not the Only Fruit by Jeanette Winterson (1987),English,English,PR6073 .I558,[0871131633],5,"Maugham, W. Somerset",Author,,,Penguin Books (1984),,,,,Paperback,7 inches,0.5 pounds,7 inches,5 inches,1 inch,7 x 1 x 5 inches,,,,,,,,,"[0140073132, 9780140073133]",,1,amazon.com books,2019-04-13,,,7947,,,,
H,168007616,A Week in the Woods,1,2004,Northgate,Northgate3,Fiction,Adult,Novel,Null,American And Canadian > Fiction > Literature,Camping > Fiction|Survival > Fiction|Teacher-student relationships > Fiction,813,A Week in the Woods by Andrew Clements (2004),English,English,PZ7 .C59118,[9780689858024],1,"Oxenbury, Helen",Author,,,"Little Simon (1999), Edition: Reissue, 10 pages",,,,,Board book,30 p.; 5.9 inches,0.5 pounds,5.9 inches,4.9 inches,0.7 inches,5.9 x 0.7 x 4.9 inches,30 ,,,,,,,,"[9780689819858, 0689819854]",,1,amazon.com books,2019-04-13,,,729470,,,,
H,168007667,"Promise Me (Myron Bolitar, No. 8)",1,2007,Northgate,Northgate3,Fiction,Adult,Novel,Null,1945-1999 > 20th Century > American And Canadian > Fiction > Literature,"Bolitar, Myron (Fictitious character) > Fiction|Missing children > Fiction|Mystery fiction|Sports agents > Fiction|Teenage girls > Crimes against > Fiction",813.54,"Promise Me (Myron Bolitar, No. 8) by Harlan Coben (2007)",English,English,PS3553 .O225,[0451219244],1,Komaiko,Author,,,Scholastic (1990),,,,,Paperback,46 p.; 8.43 inches,0.79 pounds,8.43 inches,0.73 inches,5.85 inches,8.43 x 5.85 x 0.73 inches,46 ,,,,,,,,"[0590428446, 9780590428446]",,1,amazon.com,2019-04-13,,,295850,,,,
H,168007692,Global Warming: A Novel,1,2016,Northgate,Northgate3,Fiction,Adult,Novel,Null,,,,Global Warming: A Novel by Antonio J. Hopson (2016),English,,,,1,"Gantos, Jack",Author,,,"Scholastic (1976), Edition: Reprint Edition, 46 pages",,,,,Paperback,,,,,,,,,,,,,,,"[0590316303, 9780590316309]",,1,amazon.com books,2019-04-13,,,277168,,,,
H,168072499,The Chamber,1,1995,Northgate,Northgate4,Fiction,Adult,Novel,Null,1945-1999 > 20th Century > American And Canadian > Fiction > Literature,Bombings > Fiction|Bombings > Greenville > Fiction|Civil rights movements > Fiction|Civil rights movements > Mississippi > Fiction|Death row inmates > Fiction|Death row inmates > Mississippi > Fiction|Greenville (Miss.) > Fiction|Ku Klux Klan (1915- ) > Fiction|Legal stories|Mississippi > Fiction,813.54,The Chamber by John Grisham (1995),English,English,PS3557 .R5355,[9780440220602],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,168072900,"Monkey Wrench Gang, The",1,2000,Northgate,Northgate4,Fiction,Adult,Novel,Null,1945-1999 > 20th Century > American And Canadian > Fiction > Literature,Environmental protection > Fiction|Environmentalists > Fiction|Humorous fiction|Southwestern States > Fiction|humorous fiction,813.54,"Monkey Wrench Gang, The by Edward Abbey (2000)",English,English,PS3551 .B2,[0060956445],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,168077646,The House at the Edge of Night: A Novel,1,2017,Northgate,Northgate5,Fiction,Adult,Novel,Null,21st Century > English > Fiction > Literature > Modern Period,,823.92,The House at the Edge of Night: A Novel by Catherine Banner (2017),English,English,PR6102 .A69,[0812988132],5,"Daheim, Mary",Author,,,"Fawcett (1993), Edition: Mass Market Paperback: This is NOT a Large Print Edition, 272 pages",,,,,Paperback,272 p.; 4.5 inches,0.37 pounds,4.5 inches,7 inches,0.5 inches,4.5 x 0.5 x 7 inches,272 ,,,,,,,,"[0345382706, 9780345382702]",,1,amazon.com books,2019-05-05,,,389829,,,,
A,168077718,Driving Miss Daisy,1,1993,Northgate,Northgate5,Fiction,Adult,Novel,Null,20th Century > American And Canadian > Drama > Literature,,812.54,Driving Miss Daisy by Alfred Uhry (1993),English,English,PS3571 .H7,[0930452895],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,168458013,Map of Bones (Sigma Force),1,2011,Phinney-Green,Phinney-Green1,Fiction,Adult,Novel,Null,1945-1999 > 20th Century > American And Canadian > Fiction > Literature,"Alchemists > Fiction|Alexander, the Great, 356-323 B.C. > Tomb > Fiction|Americans > Germany > Fiction|Cathedrals > Fiction|Germany > Fiction|Magi > Cult > Fiction|Relics > Fiction|Secret societies > Fiction|Suspense fiction",813.54,Map of Bones (Sigma Force) by James Rollins (2011),English,English,PS3568 .O5398,[0062017853],1,"Datlow, Ellen",Editor,,,"Aladdin (2005), 176 pages",,,,,Paperback,176 p.; 5.25 inches,0.3 pounds,5.25 inches,8 inches,0.5 inches,5.25 x 0.5 x 8 inches,176 ,,,,,,,,"[0689878370, 9780689878374]",,1,amazon.com,2019-05-05,,,120966,,,,
A,168458016,A Hero of France: A Novel,1,2017,Phinney-Green,Phinney-Green1,Fiction,Adult,Novel,Null,1945-1999 > 20th Century > American And Canadian > Fiction > Literature,,813.54,A Hero of France: A Novel by Alan Furst (2017),English,English,PS3556 .U76,[9780812986464],1,"Mazer, Anne",Author,,,"Scholastic Paperbacks (2005), 128 pages",,,,,Paperback,128 p.; 5.25 inches,1.1 pounds,5.25 inches,7.5 inches,0.5 inches,5.25 x 0.5 x 7.5 inches,128 ,,,,,,,,"[0439680662, 9780439680660]",,1,amazon.com books,2019-05-05,,,6364,,,,
A,168458025,Friends for Life,1,1997,Phinney-Green,Phinney-Green1,Fiction,Adult,novel,Null,1945-1999 > 20th Century > English > Fiction > Literature > Modern Period,,823.914,Friends for Life by Carol Smith (1997),English,English,,[0446604453],1,"Lowry, Lois",Author,,,"Yearling (2004), Edition: Reprint, 96 pages",,,,,Paperback,96 p.; 5.3 inches,0.16 pounds,5.3 inches,7.63 inches,0.26 inches,5.3 x 0.26 x 7.63 inches,96 ,,,,,,,,"[9780440419600, 0440419603]",,1,amazon.com books,2019-05-05,,,259733,,,,
A,168458028,Oaken Heart,1,1987,Phinney-Green,Phinney-Green1,Fiction,Adult,Novel,Null,1901-1945 > 20th Century > English > Fiction > Literature > Modern Period,"World War, 1939-1945 > Great Britain",823.912,Oaken Heart by Margery Allingham (1987),English,English,DA587 .A75,[095108562X],1,"Cleary, Beverly",Author,,,"HarperCollins (2008), Edition: Reissue, 176 pages",,,,,Paperback,176 p.; 5.25 inches,0.3 pounds,5.25 inches,7.75 inches,0.5 inches,5.25 x 0.5 x 7.75 inches,176 ,,,,,,,,"[0380709139, 9780380709137]",,1,amazon.com,2019-05-05,,,94966,,,,
A,168458044,Advancing the Retreat: A Comedy,1,2019,Phinney-Green,Phinney-Green1,Fiction,Adult,Novel,Null,,,,Advancing the Retreat: A Comedy by Elena Louise Richmond (2019),English,English,,[1732573808],1,"Sands, Lynsay",Author,,,"Avon (2016), 368 pages",,,,,Paperback,368 p.; 4.19 inches,0.4 pounds,4.19 inches,6.75 inches,0.92 inches,4.19 x 0.92 x 6.75 inches,368 ,,,,,,,,"[9780062316042, 0062316044]",,1,amazon.com books,2019-05-05,,,16809955,,,,
A,168458089,A Hero of France: A Novel,1,2017,Phinney-Green,Phinney-Green1,Fiction,Adult,Novel,Null,1945-1999 > 20th Century > American And Canadian > Fiction > Literature,,813.54,A Hero of France: A Novel by Alan Furst (2017),English,English,PS3556 .U76,[9780812986464],1,"Fluke, Joanne",Author,,,"Kensington (2002), 320 pages",,,,,Paperback,320 p.; 4.26 inches,0.34 pounds,4.26 inches,6.96 inches,0.87 inches,4.26 x 0.87 x 6.96 inches,320 ,,,,,,,,"[0758219725, 9780758219725]",,1,amazon.com,2019-05-05,,,96022,,,,
A,168458992,Villa Mirabella,1,2010,Phinney-Green,Phinney-Green3,Fiction,Adult,Novel,Null,21st Century > American And Canadian > Fiction > Literature,,813.6,Villa Mirabella by Peter Pezzelli (2010),English,English,PS3616 .E98,[0758220510],5,"Krauss, Nicole",Author,,,"W. W. Norton & Company (2006), Edition: 1st, 272 pages",,,,,Paperback,272 p.; 5.5 inches,0.48 pounds,5.5 inches,8.2 inches,0.7 inches,5.5 x 0.7 x 8.2 inches,272 ,,,,,,,,"[0393328627, 9780393328622]",,1,amazon.com books,2019-05-05,,,35538,,,,
A,168458995,Gascoyne,1,2005,Phinney-Green,Phinney-Green3,Fiction,Adult,Mystery,Null,1945-1999 > 20th Century > American And Canadian > Fiction > Literature,"Automobile ownership > Fiction|Automobiles > Fiction|Businessmen > Crimes against > Fiction|California, Southern > Fiction|Humorous fiction|Mystery fiction",813.54,Penguin: Gascoyne by Stanley Crawford (2005),English,English,PS3553 .R295,[1585677396],1,"Schulz, Charles M.",Author,,,"Little Simon (2001), 32 pages",,,,,Paperback,32 p.; 10 inches,,10 inches,8 inches,0.1 inches,10 x 0.1 x 8 inches,32 ,,,,,,,,"[0689877404, 9780689877407]",,1,amazon.com books,2019-05-05,,,691518,,,,
A,168458998,Swapping Lives,1,2007,Phinney-Green,Phinney-Green3,Fiction,Adult,Novel,Null,American And Canadian > Fiction > Literature,Housewives > Connecticut > Fiction|Periodical editors > England > London > Fiction|Periodical editors > London > Fiction|Single women > Fiction,813,Swapping Lives by Jane Green (2007),English,English,PR6057 .R3443,[9780452288508],1,"Shore, June Lewis",Author,,,"Abingdon Press (1974), Edition: 1St Edition, 126 pages",,,,,Hardcover,126 p.; 5.98 inches,0.75 pounds,5.98 inches,0.79 inches,3.66 inches,5.98 x 3.66 x 0.79 inches,126 ,,,,,,,,"[0687449081, 9780687449088]",,1,amazon.com books,2019-05-05,,,5347331,,,,
A,168459003,Diamond Spur,1,2015,Phinney-Green,Phinney-Green3,Fiction,Adult,Novel,Null,1945-1999 > 20th Century > American And Canadian > Fiction > Literature,,813.54,Diamond Spur by Diana Palmer (2015),English,English,,[0373779941],1,"play, Parents Magazine",Author,,,"Learning Horizons (2001), Edition: Workbook, 128 pages",,,,,Paperback,128 p.; 8.5 inches,1.1 pounds,8.5 inches,11 inches,0.25 inches,8.5 x 0.25 x 11 inches,128 ,,,,,,,,"[1586104802, 9781586104801]",,1,amazon.com books,2019-05-05,,,4046414,,,,
A,168459079,Another Piece of My Heart: A Novel,1,2013,Phinney-Green,Phinney-Green3,Fiction,Adult,Novel,Null,1945-1999 > 20th Century > English > Fiction > Literature > Modern Period,,823.914,Another Piece of My Heart: A Novel by Jane Green (2013),English,English,PR6057 .R3443,[1250045886],5,"Giffin, Emily",Author,,,"Ballantine Books (2015), Edition: Reprint, 448 pages",,,,,Paperback,448 p.; 5.44 inches,0.7 pounds,5.44 inches,8.22 inches,0.94 inches,5.44 x 0.94 x 8.22 inches,448 ,,,,,,,,"[0345546903, 9780345546906]",,1,amazon.com books,2019-05-05,,,14321791,,,,
A,168459099,The Red Tent,1,1998,Phinney-Green,Phinney-Green3,Fiction,Adult,Novel,Null,1945-1999 > 20th Century > American And Canadian > Fiction > Literature,Bible. O.T. Genesis > History of Biblical events > Fiction|Dinah (Biblical character) > Fiction|Dinah (Biblical figure) > Fiction|Religious fiction|Women in the Bible > Fiction,813.54,The Red Tent by Anita Diamant (1998),English,English,PS3554 .I227,[0312195516],1,"Watson, Jane Werner",Author,,,Golden Press (1959),,,,,Hardcover,7.7 inches,0.1 pounds,7.7 inches,0.2 inches,6.5 inches,7.7 x 6.5 x 0.2 inches,,,,,,,,,,,1,amazon.com books,2019-05-05,,,210286,,,,
A,168459119,Astrid and Veronika,1,2007,Phinney-Green,Phinney-Green3,Fiction,Adult,Novel,Null,1901-1945 > 20th Century > English > Fiction > Literature > Modern Period,Female friendship > Fiction|Sweden > Fiction,823.912,Astrid and Veronika by Linda Olsson (2007),English,English,PR9639.4 .O47,[9780143038078],1,"Yep, Laurence",Author,,,"Scholastic Inc (1990), Edition: English Language, 248 pages",,,,,Paperback,248 p.; 8 inches,0.35 pounds,8 inches,0.8 inches,5.1 inches,8 x 5.1 x 0.8 inches,248 ,,,,,,,,"[0590434500, 9780590434508]",,1,amazon.com,2019-05-05,,,4221,,,,
A,168459162,Glory over Everything: Beyond The Kitchen House,1,2016,Phinney-Green,Phinney-Green3,Fiction,Adult,Novel,Null,21st Century > American And Canadian > Fiction > Literature,,813.6,Glory over Everything: Beyond The Kitchen House by Kathleen Grissom (2016),English,English,PS3607 .R57,[9781476748443],3,"Shustak, Bernadette Rossetti",Author,,,"Cartwheel (2005), 24 pages",,,,,Board book,24 p.; 6.75 inches,0.65 pounds,6.75 inches,8 inches,0.5 inches,6.75 x 0.5 x 8 inches,24 ,,,,,,,,"[0439673631, 9780439673631]",,1,amazon.com books,2019-05-05,,,382744,,,,
A,168459195,Cowboy Dreams,1,1996,Phinney-Green,Phinney-Green3,Fiction,Adult,Novel,Null,1945-1999 > 20th Century > American And Canadian > Fiction > Literature,,813.54,Cowboy Dreams by Dayal Kaur Khalsa (1996),English,English,PZ7 .K52647,[0517887444],5,"Smith, Wilbur",Author,,,"St. Martin's Paperbacks (2001), Edition: First Printing, 403 pages",,,,,Paperback,403 p.; 4.28 inches,0.45 pounds,4.28 inches,6.76 inches,1.14 inches,4.28 x 1.14 x 6.76 inches,403 ,,,,,,,,"[0312979398, 9780312979393]",,1,amazon.com books,2019-05-05,,,191707,,,,
A,168459409,The Gold Eaters: A Novel,1,2015,Phinney-Green,Phinney-Green3,Fiction,Adult,Novel,Null,1945-1999 > 20th Century > American And Canadian > Fiction > Literature,,813.54,The Gold Eaters: A Novel by Ronald Wright (2015),English,English,PR9199.3 .W75,[1594634629],5,"mackenzie, jeannette brown",Author,,,ives washburn (1966),,,,,Hardcover,9.13 inches,1.58 pounds,9.13 inches,1.11 inches,6.57 inches,9.13 x 6.57 x 1.11 inches,,,,,,,,,,,1,amazon.com books,2019-05-05,,,23212015,,,,
A,168459414,"The Way of Sorrows: The Angelus Trilogy, Part 3",1,2015,Phinney-Green,Phinney-Green3,Fiction,Adult,Novel,Null,21st Century > American And Canadian > Fiction > Literature,,813.6,"The Way of Sorrows: The Angelus Trilogy, Part 3 by Jon Steele (2015)",English,English,PS3619 .T4338,[0399171495],1,"Kline, Suzy",Author,,,"Puffin Books (2003), Edition: Reprint, 70 pages",,,,,Ebook,,,,,,,70 ,,,,,,,,"[9781101126943, 1101126949]",,1,amazon.com books,2019-05-05,,,544889,,,,
A,168459448,"The Betrayal: Brides of Gabriel, Book Two",1,2011,Phinney-Green,Phinney-Green3,Fiction,Adult,Novel,Null,American And Canadian > Fiction > Literature,,813,"The Betrayal: Brides of Gabriel, Book Two by Diane Noble (2011)",English,English,PS3563 .A3179765,[0061980943],1,"Henry, Marguerite",Author,,,"Rand Mcnally (1978), Edition: ninth printing, 176 pages",,,,,Paperback,176 p.; 7.5 inches,0.65 pounds,7.5 inches,0.5 inches,5.3 inches,7.5 x 5.3 x 0.5 inches,176 ,,,,,,,,"[0528876821, 9780528876820]",,1,amazon.com books,2019-05-05,,,4367,,,,
A,168459452,New Spring: The Novel (Wheel of Time),1,2004,Phinney-Green,Phinney-Green3,Fiction,Adult,Novel,Null,1945-1999 > 20th Century > American And Canadian > Fiction > Literature,Fantasy fiction|fantasy fiction,813.54,New Spring: The Novel (Wheel of Time) by Robert Jordan (2004),English,English,PS3560 .O7617,[9780765306296],1,"Wilder, Laura Ingalls",Author,,,"HarperCollins (2008), 352 pages",,,,,Paperback,352 p.; 5.08 inches,0.6 pounds,5.08 inches,7.6 inches,0.67 inches,5.08 x 0.67 x 7.6 inches,352 ,,,,,,,,"[0064400026, 9780064400022]",,1,amazon.com books,2019-05-05,,,12460,,,,
A,168459153,The Body of Christopher Creed,1,2001,Phinney-Green,Phinney-Green3,Fiction,Adult,Novel,Null,21st Century > American And Canadian > Fiction > Literature,Emotional problems > Fiction|High Schools > Fiction|High schools > Fiction|Missing persons > Fiction|Peer pressure > Fiction|Schools > FIction|Schools > Fiction|Schools > fiction,813.6,The Body of Christopher Creed by Carol Plum-Ucci (2001),English,English,PZ7 .P7323,[0786816414],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,168459470,Virgin: a Novel (Flowers cover),1,2014,Phinney-Green,Phinney-Green3,Fiction,Adult,Novel,Null,21st Century > English > Fiction > Literature > Modern Period,,823.92,Virgin: a Novel (Flowers cover) by Radhika Sanghani (2014),English,English,PR6119 .A569,[0425276317],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,168459060,Understanding Buddy,1,2001,Phinney-Green,Phinney-Green3,Fiction,Young Adult,novel,Null,,,,Understanding Buddy by Marc Kornblatt (2001),English,English,PZ7 .K8373,[068983215X],1,"Alexander, Liza",Author,,,"Golden Books (1999), 24 pages",,,,,Hardcover,24 p.; 7.79 inches,,7.79 inches,0.19 inches,6.6 inches,7.79 x 6.6 x 0.19 inches,24 ,,,,,,,,"[0307301230, 9780307301239]",,1,amazon.com books,2019-05-05,,,1623926,,,,
A,168459084,Strandia,1,1992,Phinney-Green,Phinney-Green3,Fiction,Young Adult,Novel,Null,,Adventure stories|Courage > Fiction|Dolphins > Fiction|Fantastic fiction|Friendship > Fiction|fantastic fiction,,Strandia by Susan L Reynolds (1992),English,,PZ7 .R33765,[0006474098],1,"Allende, Isabel",Author,,,"Harper Collins Publishers (1999), Edition: 1st, 416 pages",,,,,Hardcover,416 p.; 6.13 inches,1 pound,6.13 inches,9.25 inches,1.39 inches,6.13 x 1.39 x 9.25 inches,416 ,,,,,,,,"[006019491X, 9780060194918]",,1,amazon.com books,2019-05-05,,,3973,,,,
A,168459184,The Mind's Eye,1,1999,Phinney-Green,Phinney-Green3,Fiction,Young Adult,Novel,Null,American And Canadian > Fiction > Literature,"Imagination > Fiction|Old age > Fiction|People with disabilities > Fiction|Self-perception > Fiction|Voyages, Imaginary > Fiction",813,The Mind's Eye by Paul Fleischman (1999),English,English,PZ7 .F59918,[0805063145],1,"Van Camp, Richard",Author,,,Mckellar and Martin (2008),,,,,Board book,,,,,,,,,,,,,,,"[0991678230, 9780991678235]",,1,amazon.com books,2019-05-05,,,18000614,,,,
A,168464591,Prodigal Summer: A Novel,1,2001,Phinney-Green,Phinney-Green4,Fiction,Adult,Novel,Null,1945-1999 > 20th Century > American And Canadian > Fiction > Literature,"Appalachian Region > Social life and customs > Fiction|Appalachian Region, Southern > Fiction|Audiobooks|Domestic Fiction|Domestic fiction|Farm life > Fiction|Farm life > fiction|Farmers > Appalachian Region > Fiction|Hunters > Appalachian Region > Fiction|Mountain life > Fiction|Women biologists > Appalachian Region > Fiction",813.54,Prodigal Summer: A Novel by Barbara Kingsolver (2001),English,English,PS3561 .I496,[9780060959036],5,"Jones, Mary Alice",Author,,,"Rand, McNally (1964)",,,,,Hardcover,,,,,,,,,,,,,,,,,1,amazon.com books,2019-05-08,,,1142476,,,,
A,168464640,Prodigal Summer,1,2001,Phinney-Green,Phinney-Green4,Fiction,Adult,Novel,Null,1945-1999 > 20th Century > American And Canadian > Fiction > Literature,"Appalachian Region > Social life and customs > Fiction|Appalachian Region, Southern > Fiction|Audiobooks|Domestic Fiction|Domestic fiction|Farm life > Fiction|Farm life > fiction|Farmers > Appalachian Region > Fiction|Hunters > Appalachian Region > Fiction|Mountain life > Fiction|Women biologists > Appalachian Region > Fiction",813.54,Prodigal Summer Publisher: Harper Perennial by Barbara Kingsolver (2001),English,English,PS3561 .I496,[0965098885],5,"Lloyd-Jones, Sally",Author,,,"ZonderKidz (2007), Edition: 15206th, 352 pages",,,,,Hardcover,352 p.; 6.4 inches,1.7 pounds,6.4 inches,7.6 inches,1 inch,6.4 x 1 x 7.6 inches,352 ,,,,,,,,"[9780310708254, 0310708257]",,1,amazon.com books,2019-05-05,,,2543044,,,,
A,168464646,The Best Laid Plans,1,1998,Phinney-Green,Phinney-Green4,Fiction,Adult,novel,Null,1945-1999 > 20th Century > American And Canadian > Fiction > Literature,Adventure stories|Kentucky > Fiction|Newspaper publishing > Fiction|Political fiction|Presidents > United States > Fiction|adventure stories,813.54,The Best Laid Plans by Sidney Sheldon (1998),English,English,PS3569 .H3927,[0446604089],1,"Bristol, Claude M.",Author,,,"Touchstone (1974), Edition: First Fireside Books., 240 pages",,,,,Paperback,240 p.; 5.25 inches,0.44 pounds,5.25 inches,8.25 inches,0.6 inches,5.25 x 0.6 x 8.25 inches,240 ,,,,,,,,"[0671765469, 9780671765460]",,1,amazon.com books,2019-05-05,,,629525,,,,
A,168464650,Killer Look (An Alexandra Cooper Novel),1,2017,Phinney-Green,Phinney-Green4,Fiction,Adult,novel,Null,1945-1999 > 20th Century > American And Canadian > Fiction > Literature,,813.54,Killer Look (An Alexandra Cooper Novel) by Linda Fairstein (2017),English,English,PS3556 .A3654,[1101984031],1,"Wilson, E. Denis",Author,,,"WilsonsTemperatureSyndrome.com (1996), Edition: 5th, 313 pages",,,,,Paperback,313 p.; 8.4 inches,0.85 pounds,8.4 inches,0.8 inches,5.5 inches,8.4 x 5.5 x 0.8 inches,313 ,,,,,,,,"[0970851014, 9780970851017]",,1,amazon.com all media,2019-05-05,,,17927402,,,,
A,168464670,A New Hope (Thunder Point),1,2015,Phinney-Green,Phinney-Green4,Fiction,Adult,Novel,Null,1945-1999 > 20th Century > American And Canadian > Fiction > Literature,,813.54,A New Hope (Thunder Point) by Robyn Carr (2015),English,English,PS3553 .A76334,[0778317870],1,"Deighton, Len",Author,,,"Ballantine Books (1986), 437 pages",,,,,Paperback,437 p.; 4.25 inches,0.6 pounds,4.25 inches,7 inches,1.25 inches,4.25 x 1.25 x 7 inches,437 ,,,,,,,,"[0345332687, 9780345332684]",,1,amazon.com books,2019-05-05,,,91815,,,,
A,168464682,Life of Pi,1,2012,Phinney-Green,Phinney-Green4,Fiction,Adult,Novel,Null,1945-1999 > 20th Century > American And Canadian > Fiction > Literature,"Adventure fiction|Human-animal relationships > Fiction|Literary prizes > Great Britain > Fiction|Ocean travel > Fiction|Orphans > Fiction|Pacific Ocean > Fiction|Psychological fiction|Shipwreck victims > India > Fiction|Storytelling > Fiction|Survival after airplane accidents, shipwrecks, etc. > Fiction|Suspense fiction|Suspense fiction. Psychological fiction. Adventure fiction|Teenage boys > Fiction|Tigers > Fiction|Zoo animals > Fiction",813.54,Life of Pi by Yann Martel (2012),English,English,PR9199.3 .M3855,[9780547848419],1,"Meyer, Stephenie",Author,,,"Little, Brown (2007), Edition: 1st, 629 pages",,,,,Hardcover,629 p.; 5.75 inches,1.1 pounds,5.75 inches,8.5 inches,1.88 inches,5.75 x 1.88 x 8.5 inches,629 ,,,,,,,,"[0316160202, 9780316160209]",,1,amazon.com books,2019-05-05,,,8461488,,,,
A,168464694,La's Orchestra Saves the World: A Novel,1,2010,Phinney-Green,Phinney-Green4,Fiction,Adult,Novel,Null,1945-1999 > 20th Century > English > Fiction > Literature > Modern Period,,823.914,La's Orchestra Saves the World: A Novel by Alexander McCall Smith (2010),English,English,PR6063 .C326,[030747304X],1,"Koontz, Dean",Author,,,"Bantam (2015), Edition: Reprint, 480 pages",,,,,Paperback,480 p.; 4.2 inches,0.55 pounds,4.2 inches,7.5 inches,1.15 inches,4.2 x 1.15 x 7.5 inches,480 ,,,,,,,,"[0345545893, 9780345545893]",,1,amazon.com all media,2019-05-05,,,13906019,,,,
A,168464788,The History of Love,1,2006,Phinney-Green,Phinney-Green4,Fiction,Adult,Novel,Null,21st Century > American And Canadian > Fiction > Literature,Audiobooks|Authors > Fiction|Books and reading > Fiction|Immigrants > Fiction|Loss (Psychology) > Fiction|Lost literature > Fiction|Love Stories|Love stories|Poland > Fiction|Psychological fiction,813.6,The History of Love by Nicole Krauss (2006),English,English,PS3611 .R38,[0393328627],1,"Lowenstein, Sallie",Author,,,"Scholastic, Inc (2006)",,,,,Paperback,7.4 inches,0.7 pounds,7.4 inches,0.3 inches,5.2 inches,7.4 x 5.2 x 0.3 inches,,,,,,,,,"[9780439857048, 043985704X]",,1,amazon.com,2019-05-05,,,781614,,,,
A,168464797,What's the matter with Wakefield?,1,1974,Phinney-Green,Phinney-Green4,Fiction,Adult,Novel,Null,American And Canadian > Fiction > Literature,Christmas > Fiction|Family life > Fiction|Family life > fiction,813,What's the matter with Wakefield? by June Lewis Shore (1974),English,,PZ7 .S55868,[0687449081],1,"Bledsoe, Lucy Jane",Author,,,"Camelot (2000), Edition: Reprint, 120 pages",,,,,Paperback,120 p.; 5.25 inches,0.15 pounds,5.25 inches,7.75 inches,0.5 inches,5.25 x 0.5 x 7.75 inches,120 ,,,,,,,,"[0380732300, 9780380732302]",,1,amazon.com all media,2019-05-05,,,2057548,,,,
A,168464815,The One & Only: A Novel,1,2015,Phinney-Green,Phinney-Green4,Fiction,Adult,Novel,Null,21st Century > American And Canadian > Fiction > Literature,,813.6,The One & Only: A Novel by Emily Giffin (2015),English,English,PS3607 .I28,[0345546903],1,"Tolan, Stephanie",Author,,,"Scholastic Book Services (2003), Edition: First, 218 pages",,,,,Paperback,218 p.; 7.4 inches,0.35 pounds,7.4 inches,0.6 inches,5.2 inches,7.4 x 5.2 x 0.6 inches,218 ,,,,,,,,"[0439577632, 9780439577632]",,1,amazon.com all media,2019-05-05,,,36543,,,,
